"class","installment_commitment","residence_since","age","existing_credits","duration","credit_amount","checking_status<0","checking_status>=200","checking_status0<=X<200","checking_statusno checking","credit_historycritical/other existing credit","credit_historydelayed previously","credit_historyexisting paid","credit_historyno credits/all paid","purposedomestic appliance","purposeeducation","purposefurniture/equipment","purposenew car","purposeother","purposeradio/tv","purposerepairs","purposeretraining","purposeused car","savings_status>=1000","savings_status100<=X<500","savings_status500<=X<1000","savings_statusno known savings","employment>=7","employment1<=X<4","employment4<=X<7","employmentunemployed","personal_statusmale div/sep","personal_statusmale mar/wid","personal_statusmale single","other_partiesguarantor","other_partiesnone","property_magnitudelife insurance","property_magnitudeno known property","property_magnitudereal estate","other_payment_plansnone","other_payment_plansstores","housingown","housingrent","jobskilled","jobunemp/unskilled non res","jobunskilled resident","own_telephoneyes","foreign_workeryes"
1,-0.869748133587142,1.04646305414177,1.48982684443,-0.714620600264712,-0.782560694434573,0.0118414894456544,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,1
1,-0.869748133587142,1.04646305414177,1.21971047339745,-0.714620600264712,-0.782560694434573,-0.818009213047216,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1
1,-0.869748133587142,1.04646305414177,-0.941220494862901,-0.714620600264712,0.913128784296897,-0.0274792600939527,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1
1,0.918017814176768,1.04646305414177,1.21971047339745,-0.714620600264712,0.347898958053073,-0.0398241465773177,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1
1,0.918017814176768,-0.765594182467357,-0.220910172109449,1.05424227167764,0.347898958053073,-0.454063670796899,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,1
1,0.918017814176768,1.04646305414177,-0.941220494862901,-0.714620600264712,-1.06517560755648,-0.843613422049751,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1
1,0.918017814176768,-1.67162280077192,1.30974926374164,-0.714620600264712,2.04358843678454,2.02314355019835,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1
1,-0.869748133587142,1.04646305414177,-0.851181704518719,-0.714620600264712,-0.782560694434573,-0.277120297868667,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1
1,0.0241348402948129,-0.765594182467357,-0.400987752797812,-0.714620600264712,-0.970970636515848,-0.688159295962932,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0
1,0.918017814176768,-0.765594182467357,-0.671104123830356,1.05424227167764,-0.21733086819075,-0.56425321311138,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1
1,0.918017814176768,-0.765594182467357,-0.400987752797812,-0.714620600264712,0.347898958053073,-0.970262813008718,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,1
1,-0.869748133587142,0.140434435837207,0.679477731332366,-0.714620600264712,1.47835861054072,2.20894552222344,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
0,-1.7636311074691,1.04646305414177,-0.581065333486175,1.05424227167764,0.0652840449311617,0.892443391925692,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,1
1,0.918017814176768,-0.765594182467357,0.589438940988184,1.05424227167764,-0.21733086819075,-0.285350222190911,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1
1,0.918017814176768,-0.765594182467357,-0.0408325914210861,-0.714620600264712,-0.21733086819075,-0.507558178891481,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1
0,-1.7636311074691,1.04646305414177,1.39978805408582,-0.714620600264712,-0.21733086819075,2.03914618082493,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,1
0,0.918017814176768,-0.765594182467357,1.94002079615091,-0.714620600264712,1.47835861054072,2.20894552222344,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1
1,-0.869748133587142,1.04646305414177,-1.30137565623963,-0.714620600264712,2.04358843678454,2.20894552222344,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,1
1,0.918017814176768,1.04646305414177,1.48982684443,1.05424227167764,-1.3477905206784,-1.24047866158904,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1
1,0.0241348402948129,-0.765594182467357,-0.671104123830356,1.05424227167764,0.0652840449311617,-0.0265648240581479,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,1
0,0.918017814176768,0.140434435837207,-0.491026543141994,1.05424227167764,0.913128784296897,-0.517616975285334,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1
1,0.918017814176768,-0.765594182467357,-0.581065333486175,-0.714620600264712,0.0652840449311617,0.139862534458329,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
0,-1.7636311074691,-0.765594182467357,-0.761142914174538,1.05424227167764,2.04358843678454,2.20894552222344,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1
0,0.918017814176768,0.140434435837207,-0.0408325914210861,1.05424227167764,-0.782560694434573,-1.07908070126949,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1
1,0.918017814176768,1.04646305414177,-1.12129807555126,-0.714620600264712,0.0652840449311617,-0.348903526679346,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,1
1,0.0241348402948129,0.140434435837207,0.0492061989230953,-0.714620600264712,-0.21733086819075,-0.520360283392749,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1
1,0.918017814176768,1.04646305414177,0.31932256995564,-0.714620600264712,-0.782560694434573,-0.533619605911918,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1
1,0.918017814176768,1.04646305414177,-1.03125928520708,-0.714620600264712,-0.782560694434573,-1.09691220396769,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,1
0,0.918017814176768,-0.765594182467357,-0.851181704518719,1.05424227167764,1.47835861054072,0.645545662258392,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1
0,0.918017814176768,-0.765594182467357,-0.581065333486175,-0.714620600264712,0.347898958053073,-0.976663865259352,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
0,-0.869748133587142,1.04646305414177,2.61531172373227,1.05424227167764,-0.21733086819075,1.69623266739813,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1
1,0.918017814176768,-1.67162280077192,-1.03125928520708,-0.714620600264712,0.347898958053073,-0.596258474364548,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0
1,0.0241348402948129,-0.765594182467357,-1.03125928520708,-0.714620600264712,-0.782560694434573,-0.586656895988598,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,1
1,0.918017814176768,0.140434435837207,-0.761142914174538,1.05424227167764,0.347898958053073,-0.966605068865499,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1
0,0.918017814176768,-0.765594182467357,-1.12129807555126,-0.714620600264712,-0.782560694434573,-1.01278408867364,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1
1,-0.869748133587142,1.04646305414177,-1.21133686589545,-0.714620600264712,-1.06517560755648,-0.342959692446614,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,1
0,0.918017814176768,-0.765594182467357,0.0492061989230953,-0.714620600264712,0.630513871174985,0.394990188447872,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,1
1,0.918017814176768,-0.765594182467357,0.859555312020729,-0.714620600264712,-0.970970636515848,-0.806578762599656,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0
1,0.918017814176768,-0.765594182467357,-0.671104123830356,-0.714620600264712,0.347898958053073,-0.748969292343953,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1
1,0.918017814176768,0.140434435837207,-0.491026543141994,-0.714620600264712,-0.21733086819075,-0.366735029377539,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1
1,-0.869748133587142,1.04646305414177,0.409361360299821,-0.714620600264712,-0.21733086819075,-0.0229070799149286,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1
1,0.918017814176768,0.140434435837207,2.03005958649509,3.70753657959118,-0.782560694434573,-1.21898941474763,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,1
1,0.918017814176768,-1.67162280077192,0.229283779611458,1.05424227167764,-0.782560694434573,-0.711477414875955,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1
1,-1.7636311074691,1.04646305414177,2.21013716718345,-0.714620600264712,-0.0289209261094755,1.56226778815272,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1
1,0.918017814176768,-1.67162280077192,-1.12129807555126,-0.714620600264712,-0.499945781312662,-0.734795533788978,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1
0,0.918017814176768,-1.67162280077192,0.679477731332366,-0.714620600264712,-0.21733086819075,-0.694103130195664,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1
0,0.918017814176768,1.04646305414177,1.94002079615091,1.05424227167764,1.47835861054072,-0.377708261807197,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1
0,0.918017814176768,-0.765594182467357,0.679477731332366,1.05424227167764,0.347898958053073,-0.785546733776145,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1
1,-0.869748133587142,-0.765594182467357,-0.581065333486175,-0.714620600264712,-0.782560694434573,-0.402398034773927,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
1,-0.869748133587142,0.140434435837207,-0.761142914174538,1.05424227167764,-0.970970636515848,-0.420229537472121,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
1,0.918017814176768,-1.67162280077192,-1.03125928520708,-0.714620600264712,1.47835861054072,1.27879261705323,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1
1,-0.869748133587142,-0.765594182467357,-0.491026543141994,1.05424227167764,-0.21733086819075,1.28702254137547,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,1
0,0.918017814176768,1.04646305414177,-1.12129807555126,-0.714620600264712,-0.21733086819075,-0.506643742855676,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1
1,0.918017814176768,1.04646305414177,1.30974926374164,1.05424227167764,-0.499945781312662,-0.692274258124054,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,1,1
1,-1.7636311074691,-1.67162280077192,-0.761142914174538,-0.714620600264712,2.04358843678454,0.255081474969736,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,1
0,-0.869748133587142,0.140434435837207,0.589438940988184,-0.714620600264712,-0.21733086819075,0.503808076708646,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1
1,-0.869748133587142,0.140434435837207,-1.03125928520708,1.05424227167764,-0.499945781312662,-0.120294517728142,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
1,0.918017814176768,-0.765594182467357,0.769516521676547,-0.714620600264712,-1.15938057859712,-1.04753265803423,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1
0,0.918017814176768,0.140434435837207,0.409361360299821,-0.714620600264712,-0.21733086819075,0.569647471286592,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1
1,0.918017814176768,0.140434435837207,-0.220910172109449,-0.714620600264712,0.347898958053073,-0.721078993251906,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,1,1
1,0.918017814176768,1.04646305414177,0.679477731332366,3.70753657959118,0.630513871174985,-0.278491951922375,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1
0,-0.869748133587142,-0.765594182467357,1.21971047339745,-0.714620600264712,0.913128784296897,2.20894552222344,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1
1,0.918017814176768,1.04646305414177,1.03963289270909,1.05424227167764,-0.21733086819075,-0.487897804121678,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1
0,0.918017814176768,-0.765594182467357,0.229283779611458,-0.714620600264712,2.04358843678454,0.39453297042997,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
1,-0.869748133587142,1.04646305414177,-0.581065333486175,-0.714620600264712,0.347898958053073,2.15207903124683,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1
0,-1.7636311074691,-1.67162280077192,0.769516521676547,1.05424227167764,0.347898958053073,1.32222832875396,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1
0,0.918017814176768,1.04646305414177,-1.30137565623963,-0.714620600264712,-0.782560694434573,-0.982607699492083,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,1
1,-0.869748133587142,-0.765594182467357,-0.400987752797812,1.05424227167764,1.47835861054072,2.20894552222344,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1
1,-1.7636311074691,-1.67162280077192,0.859555312020729,-0.714620600264712,-1.25358554963776,-0.330157587945347,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,1
1,-1.7636311074691,-0.765594182467357,-0.581065333486175,-0.714620600264712,-1.53620046275967,-0.711934632893858,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0
0,0.918017814176768,-0.765594182467357,0.499400150644003,-0.714620600264712,0.0652840449311617,-0.215395865451842,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1
1,0.0241348402948129,-0.765594182467357,-0.581065333486175,-0.714620600264712,-0.499945781312662,0.230848920020908,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
0,-1.7636311074691,-0.765594182467357,-0.581065333486175,-0.714620600264712,-1.06517560755648,-0.956546272471646,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0
1,0.918017814176768,1.04646305414177,-1.39141444658381,1.05424227167764,-0.782560694434573,-1.12754581116715,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1
1,-0.869748133587142,0.140434435837207,0.229283779611458,1.05424227167764,0.347898958053073,0.210731327233202,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1
1,0.918017814176768,-0.765594182467357,0.94959410236491,1.05424227167764,2.04358843678454,2.09309790693742,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
0,-1.7636311074691,-1.67162280077192,0.94959410236491,1.05424227167764,-0.782560694434573,-0.83584071574541,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1
1,-0.869748133587142,0.140434435837207,0.229283779611458,-0.714620600264712,-0.782560694434573,-1.07130799496515,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,1
1,0.918017814176768,1.04646305414177,0.94959410236491,-0.714620600264712,-0.970970636515848,-1.062620852625,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1
1,0.918017814176768,-0.765594182467357,-0.761142914174538,-0.714620600264712,-0.499945781312662,-0.91356777878882,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0
1,0.918017814176768,-1.67162280077192,1.66990442511836,-0.714620600264712,0.347898958053073,-0.363991721270125,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1
1,0.0241348402948129,-0.765594182467357,-0.581065333486175,-0.714620600264712,1.47835861054072,0.429281539790553,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1
1,0.918017814176768,-0.765594182467357,-0.400987752797812,1.05424227167764,-0.782560694434573,-0.497499382497628,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1
1,0.0241348402948129,1.04646305414177,0.499400150644003,-0.714620600264712,0.347898958053073,1.49139899537785,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1
1,-1.7636311074691,-0.765594182467357,-0.220910172109449,1.05424227167764,-1.06517560755648,0.0104698353919472,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1
0,0.918017814176768,1.04646305414177,-0.941220494862901,1.05424227167764,-0.21733086819075,-0.534534041947723,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
0,-0.869748133587142,-0.765594182467357,0.0492061989230953,1.05424227167764,-0.21733086819075,0.509294692923474,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1
1,-0.869748133587142,1.04646305414177,1.21971047339745,-0.714620600264712,-0.782560694434573,1.25730337021181,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,1,1
0,0.0241348402948129,1.04646305414177,-1.21133686589545,-0.714620600264712,-0.21733086819075,-1.19704294988831,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1
1,0.918017814176768,1.04646305414177,-0.941220494862901,-0.714620600264712,1.47835861054072,-0.30043841678169,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1
1,0.0241348402948129,-0.765594182467357,-0.851181704518719,-0.714620600264712,-1.15938057859712,-0.980321609402571,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,1,1
1,0.918017814176768,-1.67162280077192,-0.310948962453631,-0.714620600264712,0.630513871174985,-0.239171202382768,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,1
1,0.0241348402948129,-0.765594182467357,-1.12129807555126,-0.714620600264712,-0.21733086819075,-0.498413818533433,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
1,0.918017814176768,1.04646305414177,0.229283779611458,1.05424227167764,-0.499945781312662,-0.796977184223706,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1
1,0.918017814176768,1.04646305414177,0.0492061989230953,1.05424227167764,-1.3477905206784,-1.07496573910837,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1
1,0.918017814176768,0.140434435837207,-0.130871381765268,1.05424227167764,0.347898958053073,-0.103377451065752,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1
1,0.918017814176768,-0.765594182467357,-0.220910172109449,-0.714620600264712,-1.15938057859712,-0.74851207432605,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0
1,0.918017814176768,-1.67162280077192,-1.30137565623963,-0.714620600264712,-0.782560694434573,-0.805664326563851,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,1
